# many: p=0.1198  monomers=184
# loop  lower(no homology)  E_inf(MILP over 6 nearest partners: certified upper bound)  sector
0 214 215 (0, 0)
1 214 215 (0, 0)
2 214 215 (0, 0)
3 214 215 (0, 0)
4 214 215 (0, 0)
5 214 215 (0, 0)
6 214 215 (0, 0)
7 214 215 (0, 0)
8 214 215 (0, 0)
9 214 215 (0, 0)
10 217 219 (0, 0)
11 217 219 (0, 0)
12 216 218 (0, 0)
13 216 218 (0, 0)
14 219 220 (0, 0)
15 219 220 (0, 0)
16 219 220 (0, 0)
17 219 220 (0, 0)
18 219 220 (0, 0)
19 219 220 (0, 0)
20 220 221 (0, 0)
