# annealed L=16 N_site=768 N_tri=1536 N_bond=2304 D2=0.5 D3=10.0 mu=0.0 n_eq=3000 n_meas=20000 seed=1
# T  beta  E/Ntri  C/Ntri  n_mon(frac)  chi_mon  n3/Nsite  cov(E,nmon)/Ntri  n2/Nsite  hub_frac
0.1787 5.5970 0.094260 0.18391 0.003731 0.00730 0.000000 0.00368 0.369527 0.232175
0.1722 5.8059 0.092825 0.17152 0.003018 0.00606 0.000000 0.00307 0.365219 0.243862
0.1663 6.0148 0.091958 0.16112 0.002431 0.00482 0.000000 0.00238 0.362946 0.249666
0.1607 6.2236 0.091078 0.15662 0.001954 0.00394 0.000000 0.00196 0.360391 0.256428
0.1555 6.4325 0.090469 0.16009 0.001629 0.00325 0.000000 0.00165 0.358609 0.260771
0.1506 6.6414 0.089624 0.14744 0.001313 0.00257 0.000000 0.00134 0.355864 0.268493
0.1460 6.8502 0.089048 0.13991 0.001071 0.00218 0.000000 0.00116 0.354045 0.273369
0.1417 7.0591 0.088223 0.12027 0.000843 0.00169 0.000000 0.00082 0.351203 0.281654
0.1376 7.2679 0.087942 0.11916 0.000693 0.00135 0.000000 0.00070 0.350382 0.283565
0.1337 7.4768 0.087356 0.10792 0.000556 0.00112 0.000000 0.00055 0.348312 0.289703
0.1301 7.6857 0.086933 0.10684 0.000455 0.00089 0.000000 0.00047 0.346823 0.293923
0.1267 7.8945 0.086575 0.10583 0.000369 0.00074 0.000000 0.00038 0.345560 0.297501
0.1234 8.1034 0.086220 0.09702 0.000296 0.00061 0.000000 0.00032 0.344289 0.301121
0.1203 8.3122 0.086000 0.09608 0.000253 0.00050 0.000000 0.00025 0.343492 0.303426
0.1174 8.5211 0.085703 0.08846 0.000198 0.00040 0.000000 0.00020 0.342417 0.306590
0.1145 8.7300 0.085509 0.08627 0.000171 0.00035 0.000000 0.00018 0.341693 0.308637
0.1119 8.9388 0.085226 0.07825 0.000136 0.00028 0.000000 0.00014 0.340634 0.311739
0.1093 9.1477 0.085010 0.07032 0.000108 0.00022 0.000000 0.00011 0.339823 0.314141
0.1069 9.3565 0.084872 0.06278 0.000093 0.00018 0.000000 0.00009 0.339299 0.315675
0.1045 9.5654 0.084872 0.07466 0.000078 0.00016 0.000000 0.00008 0.339332 0.315279
0.1023 9.7743 0.084573 0.06225 0.000055 0.00011 0.000000 0.00006 0.338183 0.318939
0.1002 9.9831 0.084473 0.05461 0.000048 0.00010 0.000000 0.00004 0.337797 0.320083
0.0981 10.1920 0.084343 0.05334 0.000034 0.00007 0.000000 0.00003 0.337305 0.321523
0.0961 10.4008 0.084287 0.05203 0.000034 0.00007 0.000000 0.00004 0.337080 0.322125
0.0943 10.6097 0.084151 0.04822 0.000024 0.00005 0.000000 0.00003 0.336558 0.323724
0.0924 10.8186 0.084080 0.04333 0.000022 0.00004 0.000000 0.00002 0.336276 0.324563
0.0907 11.0274 0.084006 0.03961 0.000018 0.00004 0.000000 0.00002 0.335988 0.325419
0.0890 11.2363 0.083950 0.03770 0.000016 0.00003 0.000000 0.00002 0.335770 0.326062
0.0874 11.4451 0.083861 0.03539 0.000012 0.00002 0.000000 0.00001 0.335418 0.327109
0.0858 11.6540 0.083841 0.03543 0.000010 0.00002 0.000000 0.00001 0.335343 0.327329
0.0843 11.8629 0.083771 0.03043 0.000008 0.00002 0.000000 0.00001 0.335068 0.328150
0.0828 12.0717 0.083725 0.02830 0.000005 0.00001 0.000000 0.00000 0.334890 0.328679
0.0814 12.2806 0.083709 0.02894 0.000006 0.00001 0.000000 0.00001 0.334824 0.328874
0.0801 12.4895 0.083659 0.02543 0.000004 0.00001 0.000000 0.00000 0.334628 0.329462
0.0788 12.6983 0.083620 0.02295 0.000002 0.00000 0.000000 0.00000 0.334474 0.329923
0.0775 12.9072 0.083596 0.02215 0.000002 0.00000 0.000000 0.00000 0.334379 0.330204
0.0762 13.1160 0.083566 0.01904 0.000002 0.00000 0.000000 0.00000 0.334259 0.330563
0.0750 13.3249 0.083552 0.01857 0.000003 0.00001 0.000000 0.00000 0.334204 0.330725
0.0739 13.5338 0.083530 0.01785 0.000002 0.00000 0.000000 0.00000 0.334118 0.330981
0.0728 13.7426 0.083505 0.01632 0.000001 0.00000 0.000000 0.00000 0.334020 0.331279
0.0717 13.9515 0.083491 0.01610 0.000001 0.00000 0.000000 0.00000 0.333963 0.331449
0.0706 14.1603 0.083479 0.01467 0.000001 0.00000 0.000000 0.00000 0.333915 0.331590
0.0696 14.3692 0.083460 0.01304 0.000001 0.00000 0.000000 0.00000 0.333837 0.331825
0.0686 14.5781 0.083451 0.01246 0.000000 0.00000 0.000000 0.00000 0.333804 0.331922
0.0676 14.7869 0.083436 0.01105 0.000001 0.00000 0.000000 0.00000 0.333743 0.332106
0.0667 14.9958 0.083429 0.01069 0.000000 0.00000 0.000000 0.00000 0.333716 0.332187
0.0658 15.2046 0.083424 0.01070 0.000000 0.00000 0.000000 0.00000 0.333695 0.332249
0.0649 15.4135 0.083409 0.00884 0.000000 0.00000 0.000000 0.00000 0.333636 0.332427
0.0640 15.6224 0.083400 0.00780 0.000000 0.00000 0.000000 0.00000 0.333601 0.332531
0.0632 15.8312 0.083392 0.00747 0.000000 0.00000 0.000000 0.00000 0.333569 0.332625
0.0623 16.0401 0.083394 0.00787 0.000000 0.00000 0.000000 0.00000 0.333575 0.332609
0.0615 16.2489 0.083383 0.00659 0.000000 0.00000 0.000000 0.00000 0.333532 0.332737
0.0608 16.4578 0.083379 0.00596 0.000000 0.00000 0.000000 0.00000 0.333517 0.332784
0.0600 16.6667 0.083376 0.00598 0.000000 0.00000 0.000000 0.00000 0.333504 0.332821
