# annealed L=12 N_site=432 N_tri=864 N_bond=1296 D2=0.5 D3=10.0 mu=0.0 n_eq=3000 n_meas=20000 seed=1
# T  beta  E/Ntri  C/Ntri  n_mon(frac)  chi_mon  n3/Nsite  cov(E,nmon)/Ntri  n2/Nsite  hub_frac
0.1722 5.8059 0.093069 0.18257 0.002985 0.00608 0.000000 0.00310 0.366267 0.240521
0.1663 6.0148 0.091891 0.16173 0.002439 0.00499 0.000000 0.00256 0.362661 0.250312
0.1607 6.2236 0.091354 0.16890 0.001997 0.00394 0.000000 0.00199 0.361412 0.253046
0.1555 6.4325 0.090305 0.15065 0.001613 0.00323 0.000000 0.00161 0.357982 0.262958
0.1506 6.6414 0.089527 0.14208 0.001312 0.00261 0.000000 0.00134 0.355479 0.269692
0.1460 6.8502 0.088935 0.13116 0.001115 0.00219 0.000000 0.00108 0.353508 0.275107
0.1417 7.0591 0.088588 0.13361 0.000833 0.00164 0.000000 0.00082 0.352682 0.276952
0.1376 7.2679 0.087874 0.12373 0.000673 0.00133 0.000000 0.00067 0.350152 0.284252
0.1337 7.4768 0.087383 0.11047 0.000547 0.00107 0.000000 0.00053 0.348437 0.289436
0.1301 7.6857 0.086947 0.10561 0.000464 0.00094 0.000000 0.00046 0.346859 0.293881
0.1267 7.8945 0.086673 0.09846 0.000368 0.00073 0.000000 0.00035 0.345956 0.296237
0.1234 8.1034 0.086395 0.10748 0.000323 0.00064 0.000000 0.00033 0.344933 0.299159
0.1203 8.3122 0.085867 0.09023 0.000249 0.00050 0.000000 0.00026 0.342967 0.305068
0.1174 8.5211 0.085799 0.08920 0.000201 0.00041 0.000000 0.00020 0.342793 0.305298
0.1145 8.7300 0.085455 0.08043 0.000162 0.00033 0.000000 0.00016 0.341495 0.309303
0.1119 8.9388 0.085245 0.07389 0.000138 0.00028 0.000000 0.00015 0.340706 0.311604
0.1093 9.1477 0.085068 0.07139 0.000101 0.00020 0.000000 0.00011 0.340069 0.313427
0.1069 9.3565 0.084924 0.07177 0.000087 0.00018 0.000000 0.00009 0.339522 0.314903
0.1045 9.5654 0.084732 0.06403 0.000074 0.00015 0.000000 0.00008 0.338780 0.317181
0.1023 9.7743 0.084600 0.06510 0.000064 0.00013 0.000000 0.00007 0.338272 0.318655
0.1002 9.9831 0.084443 0.05313 0.000043 0.00009 0.000000 0.00004 0.337686 0.320398
0.0981 10.1920 0.084333 0.05585 0.000037 0.00007 0.000000 0.00004 0.337256 0.321672
0.0961 10.4008 0.084253 0.05124 0.000024 0.00005 0.000000 0.00002 0.336963 0.322526
0.0943 10.6097 0.084155 0.04701 0.000021 0.00004 0.000000 0.00002 0.336578 0.323615
0.0924 10.8186 0.084081 0.04162 0.000016 0.00003 0.000000 0.00001 0.336294 0.324505
0.0907 11.0274 0.083993 0.03947 0.000016 0.00003 0.000000 0.00002 0.335941 0.325562
0.0890 11.2363 0.083950 0.03957 0.000015 0.00003 0.000000 0.00001 0.335770 0.326063
0.0874 11.4451 0.083888 0.03735 0.000008 0.00002 0.000000 0.00001 0.335535 0.326775
0.0858 11.6540 0.083844 0.03482 0.000009 0.00002 0.000000 0.00001 0.335357 0.327294
0.0843 11.8629 0.083764 0.03015 0.000009 0.00002 0.000000 0.00001 0.335037 0.328245
0.0828 12.0717 0.083747 0.03082 0.000005 0.00001 0.000000 0.00000 0.334978 0.328413
0.0814 12.2806 0.083691 0.02716 0.000007 0.00001 0.000000 0.00001 0.334752 0.329092
0.0801 12.4895 0.083650 0.02479 0.000005 0.00001 0.000000 0.00001 0.334590 0.329576
0.0788 12.6983 0.083623 0.02367 0.000003 0.00001 0.000000 0.00000 0.334483 0.329892
0.0775 12.9072 0.083594 0.02171 0.000003 0.00001 0.000000 0.00000 0.334370 0.330229
0.0762 13.1160 0.083572 0.02018 0.000001 0.00000 0.000000 0.00000 0.334284 0.330488
0.0750 13.3249 0.083548 0.01974 0.000001 0.00000 0.000000 0.00000 0.334193 0.330761
0.0739 13.5338 0.083509 0.01602 0.000001 0.00000 0.000000 0.00000 0.334035 0.331232
0.0728 13.7426 0.083516 0.01625 0.000001 0.00000 0.000000 0.00000 0.334064 0.331147
0.0717 13.9515 0.083490 0.01450 0.000001 0.00000 0.000000 0.00000 0.333957 0.331464
0.0706 14.1603 0.083480 0.01487 0.000000 0.00000 0.000000 0.00000 0.333921 0.331573
0.0696 14.3692 0.083447 0.01177 0.000000 0.00000 0.000000 0.00000 0.333787 0.331975
0.0686 14.5781 0.083444 0.01178 0.000000 0.00000 0.000000 0.00000 0.333774 0.332012
0.0676 14.7869 0.083441 0.01141 0.000000 0.00000 0.000000 0.00000 0.333764 0.332042
0.0667 14.9958 0.083430 0.01101 0.000002 0.00000 0.000000 0.00000 0.333717 0.332183
0.0658 15.2046 0.083414 0.00911 0.000001 0.00000 0.000000 0.00000 0.333653 0.332374
0.0649 15.4135 0.083412 0.00945 0.000000 0.00000 0.000000 0.00000 0.333649 0.332386
0.0640 15.6224 0.083400 0.00789 0.000000 0.00000 0.000000 0.00000 0.333600 0.332534
0.0632 15.8312 0.083389 0.00728 0.000000 0.00000 0.000000 0.00000 0.333556 0.332666
0.0623 16.0401 0.083391 0.00764 0.000000 0.00000 0.000000 0.00000 0.333564 0.332642
0.0615 16.2489 0.083383 0.00656 0.000000 0.00000 0.000000 0.00000 0.333531 0.332741
0.0608 16.4578 0.083379 0.00609 0.000000 0.00000 0.000000 0.00000 0.333514 0.332791
0.0600 16.6667 0.083373 0.00556 0.000000 0.00000 0.000000 0.00000 0.333493 0.332856
